Motivo Teletrabajo,Provincia Contrato (grupo),Finalizado,Provincia Contrato,Contratos,Anio Fecha Inicio Teletrabajo,Canton Contrato,Estado Teletrabajo,Fecha Consulta,Genero,Mes Fecha Inicio Teletrabajo,Modo Ejecucion,Ruc Empresa
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79256E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79275E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,1,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79281E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,CUMANDA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.90075E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.02767E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.03022E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.90074E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.91705E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90006E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79074E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,2,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79211E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,3,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90124E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,3,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.91748E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,6,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79126E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,8,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79005E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,9,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.60828E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,9,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.89015E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,12,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.02409E+11
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO,12,2020,RIOBAMBA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.50026E+12
Emergente,CHIMBORAZO,Vigente,CHIMBORAZO(REGIMEN COSTA),3,2020,CUMANDA,Activo,14/11/2022,Femenino,3,Teletrabajo,6.90075E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LA MAN?,Activo,14/11/2022,Femenino,3,Teletrabajo,5.90052E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.90025E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91713E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.9172E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91029E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.09173E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7909E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79133E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,PUJILI,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91719E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,PUJILI,Activo,14/11/2022,Femenino,3,Teletrabajo,1.89014E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.01304E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.9006E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.9172E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90248E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92527E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79122E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79211E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,2,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79235E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,3,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91712E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,3,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91756E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,3,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79131E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,4,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.9006E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,4,2020,SALCEDO,Activo,14/11/2022,Femenino,3,Teletrabajo,5.9172E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,7,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91707E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,13,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79131E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,13,2020,SAQUISILI,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91705E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,15,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.91732E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,17,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.90061E+11
Emergente,COTOPAXI,Vigente,COTOPAXI,18,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79097E+12
Emergente,COTOPAXI,Vigente,COTOPAXI,20,2020,LATACUNGA,Activo,14/11/2022,Femenino,3,Teletrabajo,5.90052E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,ARENILLAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.05019E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,ARENILLAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91738E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,ARENILLAS,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79281E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,BALSAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.00642E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,BALSAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90002E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90358E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9036E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90361E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90049E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9173E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91764E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91774E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,9.926E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,HUAQUILLAS,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79112E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,HUAQUILLAS,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79225E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90124E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90361E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.00247E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.01698E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.0308E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.03555E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.04081E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90015E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90043E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90044E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9005E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90089E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9015E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90151E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91727E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91728E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91729E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9173E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91732E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91765E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91766E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91825E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90379E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91029E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91054E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91308E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91327E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91356E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91446E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92239E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92306E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92398E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92527E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92664E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92665E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92835E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92982E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.93039E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.93208E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.19E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79001E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7901E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79078E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79117E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79129E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79135E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7914E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79177E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79211E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79223E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79232E+12
Emergente,EL ORO,Vigente,EL ORO,1,2020,PASAJE,Activo,14/11/2022,Femenino,3,Teletrabajo,7.02281E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,PASAJE,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90002E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,PASAJE,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91702E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,PASAJE,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91759E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,PIÐAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.02122E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,PIÐAS,Activo,14/11/2022,Femenino,3,Teletrabajo,9.09454E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,SANTA ROSA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90002E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,SANTA ROSA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92281E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,ZARUMA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91712E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,BALSAS,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91819E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90361E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,GUABO,Activo,14/11/2022,Femenino,3,Teletrabajo,7.00215E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90061E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.02661E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.03079E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.0381E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9006E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90062E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90081E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90084E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9015E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9015E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.9015E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91709E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91735E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91757E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.91823E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91287E+11
Emergente,EL ORO,Vigente,EL ORO,2,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92365E+11
